C,L_ctx,cost,keep,probe,lambda_value,state,t,tie_log_objective_gap
1e+22,32768,exponential,0.05,full_tie,0.009355204311286511,R2,1.0,1.1102230246251565e-16
1e+22,32768,power,0.05,below,0.007139997978478747,R0,0.0,0.0
1e+22,32768,power,0.05,above,0.015086751085933093,R2,1.0,0.0
1e+22,32768,power,0.05,middle,0.011074748241492797,R1,0.5528634482958935,0.0
1e+22,32768,power,0.05,on_tie,0.007212119170180553,R0,0.0,0.0
1e+22,32768,power,0.05,full_tie,0.014937377312805042,R2,1.0,0.0
1e+22,32768,logarithmic,0.05,below,0.005188228549110595,R0,0.0,0.0
1e+22,32768,logarithmic,0.05,above,0.005293041247072425,R2,1.0,0.0
1e+22,32768,logarithmic,0.05,middle,0.00524063489809151,R0,0.0,0.0
1e+22,32768,logarithmic,0.05,on_tie,0.00524063489809151,R0,0.0,0.0
1e+22,32768,logarithmic,0.05,full_tie,0.00524063489809151,R0,0.0,0.0
1e+22,131072,exponential,0.05,below,0.002104990374237287,R0,0.0,0.0
1e+22,131072,exponential,0.05,above,0.0056762828815814705,R2,1.0,0.0
1e+22,131072,exponential,0.05,middle,0.00387316748212087,R1,0.6156893207258417,0.0
1e+22,131072,exponential,0.05,on_tie,0.002126252903269987,R0,0.0,0.0
1e+22,131072,exponential,0.05,full_tie,0.005620082060971753,R2,1.0,0.0
1e+22,131072,power,0.05,below,0.004258127511758578,R0,0.0,0.0
1e+22,131072,power,0.05,above,0.009114465323791711,R2,1.0,0.0
1e+22,131072,power,0.05,middle,0.00666268099681466,R1,0.556497212207129,0.0
1e+22,131072,power,0.05,on_tie,0.004301138900766241,R0,0.0,0.0
1e+22,131072,power,0.05,full_tie,0.00902422309286308,R2,1.0,1.1102230246251565e-16
1e+22,131072,logarithmic,0.05,below,0.0031040752069825274,R0,0.0,0.0
1e+22,131072,logarithmic,0.05,above,0.003166783797022579,R2,1.0,0.0
1e+22,131072,logarithmic,0.05,middle,0.003135429502002553,R0,0.0,0.0
1e+22,131072,logarithmic,0.05,on_tie,0.003135429502002553,R0,0.0,0.0
1e+22,131072,logarithmic,0.05,full_tie,0.003135429502002553,R0,0.0,0.0
1e+24,2048,exponential,0.05,below,0.0006379580400557365,R0,0.0,0.0
1e+24,2048,exponential,0.05,above,0.0017334622896676586,R2,1.0,0.0
1e+24,2048,exponential,0.05,middle,0.0011803506786815061,R1,0.6174447489660638,0.0
1e+24,2048,exponential,0.05,on_tie,0.0006444020606623601,R0,0.0,0.0
1e+24,2048,exponential,0.05,full_tie,0.001716299296700652,R2,1.0,0.0
1e+24,2048,power,0.05,below,0.0012905078878059954,R0,0.0,0.0
1e+24,2048,power,0.05,above,0.0028002589595129755,R2,1.0,0.0
1e+24,2048,power,0.05,middle,0.0020380384721481654,R1,0.5603593955425399,0.0
1e+24,2048,power,0.05,on_tie,0.001303543321016157,R0,0.0,0.0
1e+24,2048,power,0.05,full_tie,0.0027725336232801738,R2,1.0,2.220446049250313e-16
1e+24,2048,logarithmic,0.05,below,0.0009438900149353836,R0,0.0,0.0
1e+24,2048,logarithmic,0.05,above,0.0009629585000855935,R2,1.0,0.0
1e+24,2048,logarithmic,0.05,middle,0.0009534242575104885,R0,0.0,0.0
1e+24,2048,logarithmic,0.05,on_tie,0.0009534242575104885,R0,0.0,0.0
1e+24,2048,logarithmic,0.05,full_tie,0.0009534242575104885,R0,0.0,0.0
1e+24,4096,exponential,0.05,below,0.0006166473328278823,R0,0.0,0.0
1e+24,4096,exponential,0.05,above,0.001675743505815614,R2,1.0,0.0
1e+24,4096,exponential,0.05,middle,0.0011410140398607955,R1,0.6174703834759735,0.0
1e+24,4096,exponential,0.05,on_tie,0.0006228760937655377,R0,0.0,0.0
1e+24,4096,exponential,0.05,full_tie,0.0016591519859560533,R2,1.0,0.0
1e+24,4096,power,0.05,below,0.0012473990404437657,R0,0.0,0.0
1e+24,4096,power,0.05,above,0.0027072609381101993,R2,1.0,0.0
1e+24,4096,power,0.05,middle,0.001970227702558906,R1,0.5604164473729898,0.0
1e+24,4096,power,0.05,on_tie,0.0012599990307512784,R0,0.0,0.0
1e+24,4096,power,0.05,full_tie,0.0026804563743665338,R2,1.0,2.220446049250313e-16
1e+24,4096,logarithmic,0.05,below,0.0009124041584770411,R0,0.0,0.0
1e+24,4096,logarithmic,0.05,above,0.0009308365657190016,R2,1.0,0.0
1e+24,4096,logarithmic,0.05,middle,0.0009216203620980213,R0,0.0,0.0
1e+24,4096,logarithmic,0.05,on_tie,0.0009216203620980213,R0,0.0,0.0
1e+24,4096,logarithmic,0.05,full_tie,0.0009216203620980213,R0,0.0,0.0
1e+24,8192,exponential,0.05,below,0.000579447677445244,R0,0.0,0.0
1e+24,8192,exponential,0.05,above,0.0015749596512543741,R2,1.0,0.0
1e+24,8192,exponential,0.05,middle,0.001072333337814545,R1,0.6175153098630006,0.0
1e+24,8192,exponential,0.05,on_tie,0.0005853006842881253,R0,0.0,0.0
1e+24,8192,exponential,0.05,full_tie,0.0015593659913409645,R2,1.0,0.0
1e+24,8192,power,0.05,below,0.0011721488740052874,R0,0.0,0.0
1e+24,8192,power,0.05,above,0.0025448356663346243,R2,1.0,0.0
1e+24,8192,power,0.05,middle,0.00185181401761007,R1,0.5605160648181705,0.0
1e+24,8192,power,0.05,on_tie,0.0011839887616215024,R0,0.0,0.0
1e+24,8192,power,0.05,full_tie,0.002519639273598638,R2,1.0,0.0
1e+24,8192,logarithmic,0.05,below,0.0008574355820120755,R0,0.0,0.0
1e+24,8192,logarithmic,0.05,above,0.0008747575129618145,R2,1.0,0.0
1e+24,8192,logarithmic,0.05,middle,0.000866096547486945,R0,0.0,0.0
1e+24,8192,logarithmic,0.05,on_tie,0.000866096547486945,R0,0.0,0.0
1e+24,8192,logarithmic,0.05,full_tie,0.000866096547486945,R0,0.0,0.0
1e+24,32768,exponential,0.05,below,0.0004412378520169837,R0,0.0,0.0
1e+24,32768,exponential,0.05,above,0.0012001685703369998,R2,1.0,0.0
1e+24,32768,exponential,0.05,middle,0.0008169902566110528,R1,0.6176829492442872,0.0
1e+24,32768,exponential,0.05,on_tie,0.00044569480001715523,R0,0.0,0.0
1e+24,32768,exponential,0.05,full_tie,0.0011882857132049503,R2,1.0,2.220446049250313e-16
1e+24,32768,power,0.05,below,0.0008925679945608072,R0,0.0,0.0
1e+24,32768,power,0.05,above,0.0019403712616525063,R2,1.0,0.0
1e+24,32768,power,0.05,middle,0.0014113717489460929,R1,0.5608863947525226,0.0
1e+24,32768,power,0.05,on_tie,0.0009015838328897043,R0,0.0,0.0
1e+24,32768,power,0.05,full_tie,0.0019211596650024814,R2,1.0,0.0
1e+24,32768,logarithmic,0.05,below,0.0006531262290475178,R0,0.0,0.0
1e+24,32768,logarithmic,0.05,above,0.000666320698321205,R2,1.0,0.0
1e+24,32768,logarithmic,0.05,middle,0.0006597234636843614,R0,0.0,0.0
1e+24,32768,logarithmic,0.05,on_tie,0.0006597234636843614,R0,0.0,0.0
1e+24,32768,logarithmic,0.05,full_tie,0.0006597234636843614,R0,0.0,0.0
1e+24,131072,exponential,0.05,below,0.0002631439172064144,R0,0.0,0.0
1e+24,131072,exponential,0.05,above,0.0007164211904120482,R2,1.0,0.0
1e+24,131072,exponential,0.05,middle,0.0004875649239355967,R1,0.6178990000682397,0.0
1e+24,131072,exponential,0.05,on_tie,0.0002658019365721358,R0,0.0,0.0
1e+24,131072,exponential,0.05,full_tie,0.0007093279112990576,R2,1.0,0.0
1e+24,131072,power,0.05,below,0.0005323066400313361,R0,0.0,0.0
1e+24,131072,power,0.05,above,0.0011591442485521263,R2,1.0,0.0
1e+24,131072,power,0.05,middle,0.0008426755238015074,R1,0.5613664523071783,0.0
1e+24,131072,power,0.05,on_tie,0.0005376834747791273,R0,0.0,0.0
1e+24,131072,power,0.05,full_tie,0.0011476675728238875,R2,1.0,2.220446049250313e-16
1e+24,131072,logarithmic,0.05,below,0.00038966780588764357,R0,0.0,0.0
1e+24,131072,logarithmic,0.05,above,0.00039753988277426263,R2,1.0,0.0
1e+24,131072,logarithmic,0.05,middle,0.0003936038443309531,R0,0.0,0.0
1e+24,131072,logarithmic,0.05,on_tie,0.0003936038443309531,R0,0.0,0.0
1e+24,131072,logarithmic,0.05,full_tie,0.0003936038443309531,R0,0.0,0.0
